---------------------------------------------------------------------------------
| debug/                                                           |            |
|    kl_penalty_pid_p                                              | -0.0395    |
|    learning_rate                                                 | 0.000605   |
|    log_prob_mean                                                 | 0.306      |
|    loss                                                          | 0.00916    |
|    lr_after_clip                                                 | 0.000605   |
|    lr_base                                                       | 0.000476   |
|    lr_before_clip                                                | 0.000605   |
|    lr_kl_scale                                                   | 1          |
|    lr_scheduler                                                  | 0.000605   |
|    max_grad_norm_used                                            | 0.667      |
|    microbatch_size                                               | 64         |
|    n_epochs_completed                                            | 3          |
|    n_epochs_effective                                            | 3          |
|    n_minibatches_done                                            | 192        |
|    optimizer_lr                                                  | 0.000605   |
|    optimizer_lr_group_max                                        | 0.000605   |
|    optimizer_lr_group_min                                        | 0.000605   |
|    optimizer_lr_min                                              | 1e-05      |
|    policy_bc_coef                                                | 0          |
|    policy_bc_vs_ppo_ratio                                        | 0          |
|    policy_entropy                                                | -0.303     |
|    policy_entropy_raw                                            | 1.25       |
|    policy_entropy_slope                                          | 0          |
|    policy_loss                                                   | 0.00865    |
|    policy_loss_bc                                                | 0          |
|    policy_loss_bc_weighted                                       | 0          |
|    policy_loss_kl_penalty                                        | 2.98e-09   |
|    policy_loss_ppo                                               | 0.00865    |
|    ratio_mean                                                    | 1          |
|    ratio_std                                                     | 0.0445     |
|    raw_z_clip_fraction                                           | 0          |
|    ret_mean                                                      | 0          |
|    ret_std                                                       | 1          |
|    returns_abs_p95                                               | 0.0397     |
|    returns_abs_p95_in_fraction                                   | 0.0137     |
|    returns_decode_path                                           | scale_only |
|    reward_clip_bound_in_fraction                                 | 0          |
|    reward_clip_bound_is_cap_fraction                             | 1          |
|    reward_clip_bound_max_in_fraction                             | 0          |
|    reward_clip_bound_min_in_fraction                             | 0          |
|    reward_costs_in_fraction                                      | 0          |
|    reward_costs_mean_in_fraction                                 | 0          |
|    reward_raw_p50                                                | 0.00033    |
|    reward_raw_p50_in_fraction                                    | 0.00033    |
|    reward_raw_p95                                                | 0.00937    |
|    reward_raw_p95_in_fraction                                    | 0.00937    |
|    scheduler_lr                                                  | 0.000605   |
|    scheduler_lr_min                                              | 1e-05      |
|    target_kl                                                     | 0.08       |
|    target_return_mean                                            | 0.0151     |
|    target_return_std                                             | 0.0151     |
|    value/std_pred                                                | 0.00555    |
|    value/std_true                                                | 0.0151     |
|    value_ce_loss                                                 | 0.000187   |
|    value_clip_limit                                              | 10         |
|    value_mae                                                     | 0.0126     |
|    value_mse                                                     | 0.000266   |
|    value_pred_mean                                               | 0.0221     |
|    value_pred_std                                                | 0.00555    |
|    value_quantile_iqr                                            | 0.0132     |
|    value_quantile_iqr_norm                                       | 0.0132     |
|    value_quantile_p50                                            | 0.0148     |
|    value_rmse                                                    | 0.0163     |
|    value_scale_drift_counter                                     | 0          |
|    value_scale_frame_stable                                      | 1          |
|    value_scale_frozen                                            | 0          |
|    value_scale_mean_after                                        | 0          |
|    value_scale_mean_before                                       | 0          |
|    value_scale_mean_next                                         | 0          |
|    value_scale_ret_abs_p95                                       | 0.0397     |
|    value_scale_stable_consec                                     | 32         |
|    value_scale_std_after                                         | 1          |
|    value_scale_std_before                                        | 1          |
|    value_scale_std_next                                          | 1          |
|    value_scale_update_applied                                    | 0          |
|    value_scale_update_block_freeze                               | 0          |
|    value_scale_update_block_samples                              | 0          |
|    value_scale_update_block_stability                            | 0          |
|    value_scale_update_block_warmup                               | 0          |
|    value_scale_update_count                                      | 0          |
|    value_target_scale                                            | 1          |
|    value_target_scale[1/fraction]                                | 1          |
|    value_target_scale_after                                      | 1          |
|    value_target_scale_before                                     | 1          |
|    value_target_scale_config                                     | 1          |
|    value_target_scale_config[fraction]                           | 1          |
|    value_target_scale_robust                                     | 1          |
|    value_target_scale_robust[fraction]                           | 1          |
|    vf_clip/pred/norm_std_delta                                   | 0          |
